name,tag,address,tel,url
再会酒場,飲食店,〒604-8365 京都府京都市中京区錦大宮町141-2階,075-801-7333,http://www.saikai-sakaba.com/
ホテル エムズ・プラス四条大宮,その他小売業,〒604-8365 京都府京都市中京区錦大宮町114,075-813-0258,
魚民  四条大宮東口駅前店,飲食店,〒604-8365 京都府京都市中京区四条通大宮西入錦大宮町116ｍｉｂｕｎａ京都大宮  南棟  3階,075-811-2588,https://www.monteroza.co.jp/shop.html?shop=802649
ゼブンーイレブン四条大宮店,コンビニ,〒604-8365 京都府京都市中京区錦大宮町124-2,075-801-2125,
大衆酒場かぞく,飲食店,〒604-8365 京都府京都市中京区錦大宮町132-1新栄ビル1F,075-823-7070,
京こま雀休,雑貨店,〒604-8371 京都府京都市中京区神泉苑町1,075-811-2281,http://www.shinise.ne.jp/jakkyu
ギャラリー幹,雑貨店,〒604-8374 京都府京都市中京区上瓦町52-5,075-201-5457,https://gallerymiki.shopinfo.jp/
ファミリーマート三条大宮店,コンビニ,〒604-8374 京都府京都市中京区上瓦町５０－３,075-823-6318,
居酒屋ニュータコヤクシ,飲食店,〒604-8146 京都府京都市中京区一蓮社町302,075-746-7870,
o.mo.ya東洞院,飲食店,〒604-8147 京都府京都市中京区御射山町283,075-241-7500,
京都肉割烹和蔵義,飲食店,〒604-8151 京都府京都市中京区橋弁慶町221-1,075-606-5858,http://www.wakuragi.kyoto
GRANDLINE,理容・美容店,〒604-8151 京都府京都市中京区橋弁慶町234豊ビル1F,075-746-5151,https://grandline-hair.com/
GRANDLINE eyelash,その他サービス業,〒604-8151 京都府京都市中京区橋弁慶町234豊ビル4F,070-5431-6386,https://grandline-hair.com/
カワベジュエリー,その他小売業,〒604-8152 京都府京都市中京区手洗水町652烏丸ハイメディックコート１F,075-213-1518,https://www.kawabe-jewelry.com/
ＱＵＡＴＲＯ烏丸店,飲食店,〒604-8152 京都府京都市中京区烏丸通錦小路上ル手洗水町662メディアジョイITビル1F,075-254-3888,https://www.bal-flower.co.jp/fd/karasuma.html
ローソン  烏丸錦小路店,コンビニ,〒604-8152 京都府京都市中京区烏丸通蛸薬師下ル手洗水町６５９烏丸中央ビル１階,075-231-2786,
京懐石  美濃吉  烏丸四条店,飲食店,〒604-8152 京都府京都市中京区手洗水町６７０フクトクビル地下１階,075-255-0621,https://www.minokichi.co.jp/shops/12
京あるき京都四条本店,その他サービス業,〒604-8154 京都府京都市中京区菊水鉾町582,075-231-7171,https://kyoaruki.saganokan.com/shop/
PAPEPO MUSEUM,その他サービス業,〒604-8154 京都府京都市中京区菊水鉾町582さがの館ビル2階,075-600-2920,https://papepo-museum.com/
グローブスペックス京都店,メガネ・コンタクトレンズ・補聴器,〒604-8172 京都府京都市中京区場之町586-2新風館1階,075-241-0876,
山内農場  烏丸御池駅前店,飲食店,〒604-8172 京都府京都市中京区烏丸通姉小路下る場之町599CUBE OIKE 地下1階,075-212-9688,https://www.monteroza.co.jp/shop.html?shop=859245
スポーツマッサージ鍼灸治療院ＭＯＮＴＥＲＡ,病院または医療機関等,〒604-8173 京都府京都市中京区柿本町89-2三条烏丸土山ビル１階,075-741-8750,https://montera-kyoto.com/
京都ことこと烏丸御池店,飲食店,〒604-8173 京都府京都市中京区柿本町３９２,075-585-5101,
セブンイレブン京都室町三条店,コンビニ,〒604-8174 京都府京都市中京区役行者町376,075-231-1737,
永楽屋細辻伊兵衛商店  本店,雑貨店,〒604-8174 京都府京都市中京区室町通三条上る役行者町368番地,075-256-7881,http://www.eirakuya.jp
Teppan steak houses 青山,飲食店,〒604-8174 京都府京都市中京区役行者町  359-1kz 室町,075-253-1514,
ラ・ルーチェ,飲食店,〒604-8174 京都府京都市中京区役行者町３６１THE HIRAMATSU 京都,075-211-1751,https://www.hiramatsuhotels.com/kyoto/
いずみ,飲食店,〒604-8174 京都府京都市中京区役行者町３６１THE HIRAMATSU 京都,075-211-1751,https://www.hiramatsuhotels.com/kyoto/
THE HIRAMATSU 京都,その他小売業,〒604-8174 京都府京都市中京区役行者町361,075-211-1751,https://www.hiramatsuhotels.com/kyoto/
ヴィラ三条室町・京都,その他小売業,〒604-8174 京都府京都市中京区三条室町上ル役行者町375,075-257-0777,http://www.sanjo-muromachi.net/
公益財団法人京都文化財団,その他業種,〒604-8183 京都府京都市中京区高倉通三条上る東片町623-1京都府京都文化博物館,075-222-0823,https://www.bunpaku.or.jp
京都文化博物館ミュージアムショップ京都便利堂,その他小売業,〒604-8183 京都府京都市中京区三条高倉,075-212-3931,
クレームデラクレーム,その他小売業,〒604-8184 京都府京都市中京区曇華院前町449CASALOTUS  １F,075-241-4547,
Mr.Maurice's Italian,飲食店,〒604-8185 京都府京都市中京区車屋町245-2新風館,075-229-9000,
Roof Top Bar,飲食店,〒604-8185 京都府京都市中京区車屋町245-2新風館,075-229-9000,
PIOPIKO,飲食店,〒604-8185 京都府京都市中京区車屋町245-2新風館,075-229-9000,
メインダイニング,飲食店,〒604-8185 京都府京都市中京区車屋町245-2,075-229-9000,
ファミリーマート千本三条店,コンビニ,〒604-8412 京都府京都市中京区西ノ京南聖町１８－２０,075-803-1265,
モクシー京都二条,飲食店,〒604-8412 京都府京都市中京区西ノ京南聖町12,075-801-2200,https://www.marriott.co.jp/hotels/travel/ukyox-moxy-kyoto-nijo/
鉄板焼  キュウゾウ,飲食店,〒604-8412 京都府京都市中京区西ノ京南聖町21-19,075-802-8252,
カプリチョーザBivi二条店,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町107Bivi二条1階,075-802-0141,https://capricciosa.com/
ジャックインザドーナツBivi二条店,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町107Bivi二条1階,075-822-1117,http://jack-donuts.jp/shop.html
自転車のきゅうべえ  二条店,自転車販売,〒604-8415 京都府京都市中京区西ノ京栂尾町119,075-803-1113,https://qbei.co.jp/shop/nijo.html
越後秘蔵麺無尽蔵京都二条家,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町１０７番地BiVi二条１F,075-822-0777,
本家さんきゅう  京都二条店,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町107番地BIVI二条1F,075-813-2309,https://sankyu.co/
千鳥屋宗家  JR二条店,飲食料品店,〒604-8415 京都府京都市中京区西ノ京栂尾町3番地二条駅NKビル 1F,075-803-3481,https://www.chidoriya.jp
大垣書店 二条駅店,書籍文房具小売店,〒604-8415 京都府京都市中京区西ノ京栂尾町1-6BiVi二条 1階,075-813-2208,https://www.books-ogaki.co.jp/stores/ogaki-nijo/
Trattoria La Voce,飲食店,〒604-8222 京都府京都市中京区観音堂町456シティキャスル四条１F,075-255-9960,http://lavoce-kyoto.com/trattoria/
レンタサイクル 京都ecoトリップ 四条烏丸店,その他サービス業,〒604-8222 京都府京都市中京区観音堂町466,075-746-7942,https://kyoto-option.com/
リラクゼーション楽朕,その他サービス業,〒604-8223 京都府京都市中京区小結棚町440三放ビル1階,075-231-5233,https://www.kyusoku-jikan.com
Dari K  三条本店,飲食店,〒604-8374 京都府京都市中京区上瓦町６３,070-5265-6460,https://www.dari-k.com/shop/sanjo/
らん布袋,飲食店,〒604-8374 京都府京都市中京区上瓦町64,075-801-0790,https://www.ranhotei.com
京つけもの赤尾屋  御池店,飲食料品店,〒604-8375 京都府京都市中京区西ノ京池ノ内町16番地6-1,075-812-6690,https://www.akaoya.jp/
京都かみんぐ,その他小売業,〒604-8375 京都府京都市中京区西ノ京池ノ内町7-7パインヴィレッジ三条1階,075-811-6869,http://up-and-coming.in
京都  焼き鳥  一,飲食店,〒604-8154 京都府京都市中京区菊水鉾町,075-253-6666,https://www.yakitorikazu.com/
メインダイニングバー,飲食店,〒604-8185 京都府京都市中京区車屋町245-2,075-229-9000,
エースホテル京都  ショップ,衣料・身の回り品取扱店,〒604-8185 京都府京都市中京区車屋町245-2,075-229-9000,
"Bellview,  East, Central, West",その他業種,〒604-8185 京都府京都市中京区車屋町245-2,075-229-9000,
Stumptown Coffee Roasters,飲食店,〒604-8185 京都府京都市中京区車屋町245-2新風館,075-229-9000,
御池酔心  本店,飲食店,〒604-8186 京都府京都市中京区車屋御池下ル梅屋町358アーバネックス御池ビルＢ1Ｆ,075-223-6600,https://www.suishin.co.jp/shop/oikesuishin/
十祇家  烏丸三条店,飲食店,〒604-8203 京都府京都市中京区衣棚町59-22階3階,075-256-5177,http://togiya-dining.jp
まつひろ商店,その他小売業,〒605-0005 京都府京都市東山区三条通大橋東入三町目12,075-761-5469,http://matsuhiroshoten.com/
セブンイレブン京都地下鉄三条京阪駅店,コンビニ,〒605-0009 京都府京都市東山区大橋町地先,075-771-2031,
54th Station Grill,飲食店,〒605-0009 京都府京都市東山区大橋町８４番地京都悠洛ホテルＭギャラリー,075-366-5807,https://kyotoyurahotel-mgallery.com/dining/54th-station-grill/
１８６７,飲食店,〒605-0009 京都府京都市東山区大橋町８４番地京都悠洛ホテルＭギャラリー,075-366-5800,https://kyotoyurahotel-mgallery.com/dining/1867-2/
志津屋  京阪三条店,その他小売業,〒605-0009 京都府京都市東山区三条通り大橋東入る大橋町124京阪電鉄三条駅地下コンコース,075-551-6100,
京阪電車  三条駅,その他業種,〒605-0009 京都府京都市東山区三条大橋東詰,06-6945-4560,
ファミリーマート京阪三条店,コンビニ,〒605-0009 京都府京都市東山区大橋町104-1,075-762-1113,
青衣 あをごろも 京都店,衣料・身の回り品取扱店,〒605-0011 京都府京都市東山区七軒町19,075-354-5223,http://www.aogoromo.jp
有限会社田中漬物店,その他小売業,〒605-0015 京都府京都市東山区南木之元町５３６－２,075-561-2928,https://tanakatsukemono.com
養老乃瀧円町店,飲食店,〒604-8463 京都府京都市中京区西ノ京円町22-2,075-464-6012,
スギ薬局  円町店,ドラッグストア・調剤薬局,〒604-8463 京都府京都市中京区西ノ京円町２９ー３,075-813-7689,
セブンイレブン京都JR円町駅前店,コンビニ,〒604-8465 京都府京都市中京区西ノ京西円町１－３,075-465-4655,
エディオン円町店,家電販売店,〒604-8465 京都府京都市中京区西ノ京西円町55-1,075-467-8111,
雲の上はいつも晴れ,飲食店,〒604-8471 京都府京都市中京区西ノ京中御門東町140番地2,070-8576-1452,
ファミリーマート佐井太子道店,コンビニ,〒604-8472 京都府京都市中京区西ノ京北壺井町３０－１,075-823-7719,
庵山頭火,飲食店,〒604-8475 京都府京都市中京区西ノ京中御門西町47-3,075-822-5554,
キリン堂  西ノ京御前店,ドラッグストア・調剤薬局,〒604-8481 京都府京都市中京区西ノ京冷泉町15,075-813-5400,
ファミリーマート京都御前太子道,コンビニ,〒604-8492 京都府京都市中京区西ノ京右馬寮町10-1,075-803-1307,
むろ井,飲食店,〒604-8497 京都府京都市西ノ京両町2ロイヤル丸太町101,075-812-4247,
一澤信三郎帆布,その他小売業,〒605-0016 京都府京都市東山区東大路三条下ル進之町590番地,075-541-0436,http://www.ichizawa.co.jp
フレスコプチ東山三条店,スーパー,〒605-0016 京都府京都市東山区三条通南三筋目西入進之町584番地,075-468-9171,https://www.super-fresco.co.jp/
ファミリーマート塚本祇園東山店,コンビニ,〒605-0016 京都府京都市東山区進之町584,075-551-4180,
京都祇園ボロニヤ,飲食料品店,〒605-0017 京都府京都市東山区高畑町６０９サンコーポ東山１階,075-561-5837,http://boloniya1979.com/
デイリーヤマザキ東山三条店,コンビニ,〒605-0028 京都府京都市東山区分木町56,075-531-1925,https://www.daily-yamazaki.jp
cafe LCM,飲食店,〒605-0033 京都府京都市東山区三条通白川橋東入3丁目夷町159HOTEL  MASTAY神宮道  1階,075-708-7181,
LAWSON東山三条神宮道店,コンビニ,〒605-0033 京都府京都市東山区夷町163パレス神宮道,075-752-3050,
DETAIL,飲食店,〒605-0034 京都府京都市東山区中之町210-4HOTEL MATERIAL1階,075-762-1700,
お好み焼きらく  三条本店,飲食店,〒605-0034 京都府京都市東山区中之町（三条通神宮道東入２丁目、三条通白川橋東入４丁目、三条通白川橋東,075-761-5780,
大阪屋こうじ店  三条神宮道,飲食店,〒605-0034 京都府京都市東山区中之町181（三条通神宮道東入２丁目）,075-754-0250,
丹tan,飲食店,〒605-0036 京都府京都市東山区五軒町106-13,075-533-7744,http://tan.kyoto.jp
LAWSON東山三条店,コンビニ,〒605-0036 京都府京都市東山区五軒町（三条通白川橋東入)113ルモン白川橋,075-752-0156,
aimerfeel河原町OPA店,衣料・身の回り品取扱店,〒604-8505 京都府京都市中京区河原町通四条上ル河原町OPA店３Ｆ,075-708-2841,
カラダファクトリー京都河原町オーパ店,その他業種,〒604-8505 京都府京都市中京区河原町通四条上ル河原町オーパ5階,075-746-5170,
河原町オーパ,衣料・身の回り品取扱店,〒604-8505 京都府京都市中京区河原町通四条上ル米屋町385番地,075-255-8111,
株式会社Saia,衣料・身の回り品取扱店,〒604-8558 京都府京都市中京区河原町通二条南入一之船入町５３７番地の４京都ホテルオークラB1,075-231-1139,
エルベート  京都ホテルオークラ店,衣料・身の回り品取扱店,〒604-8558 京都府京都市中京区河原町御池京都ホテルオークラＢ２Ｆ,075-255-2218,
ART&DECO  京都店,衣料・身の回り品取扱店,〒604-8558 京都府京都市中京区河原町御池京都ホテルオ－クラ地下1階,075-231-0654,
サロンドグレー/ゴールドファイル  京都ホテルオークラ店,衣料・身の回り品取扱店,〒604-8558 京都府京都市中京区河原町通二条南入一之船入町５３７番地の４京都ホテルオークラ地下1Fコンフォート内,075-221-9292,
ミック,衣料・身の回り品取扱店,〒604-8558 京都府京都市中京区河原町御池京都ホテルオークラB1,075-222-0754,
井筒八ッ橋本舗京都ホテルオークラ店,飲食料品店,〒604-8558 京都府京都市中京区河原町通二条南入一之船入町５３７番地の４,075-241-9116,
伊太利屋  京都店,衣料・身の回り品取扱店,〒604-8558 京都府京都市中京区河原町御池京都ホテルオークラ  ショッピングアベニューコンフォート,075-211-4633,
アビステ京都ホテルオークラ店,その他小売業,〒604-8558 京都府京都市中京区河原町御池,075-212-2212,
オールデイダイニング「洛空」,飲食店,〒605-0052 京都府京都市東山区粟田口華頂町1,075-771-7158,https://www.miyakohotels.ne.jp/westinkyoto/restaurant/152992/index.html
Dominique Bouchet Kyoto 「Le RESTAURANT」,飲食店,〒605-0052 京都府京都市東山区粟田口華頂町1,075-771-7158,https://www.miyakohotels.ne.jp/westinkyoto/restaurant/153028/index.html
Dominique Bouchet Kyoto 「Le Teppanyaki」,飲食店,〒605-0052 京都府京都市東山区粟田口華頂町1,075-771-7158,https://www.miyakohotels.ne.jp/westinkyoto/restaurant/153030/index.html
ティーラウンジ「MAYFAIR」,飲食店,〒605-0052 京都府京都市東山区粟田口華頂町1,075-771-7158,https://www.miyakohotels.ne.jp/westinkyoto/mayfair/afternoontea/index.html
BAR「麓座」,飲食店,〒605-0052 京都府京都市東山区粟田口華頂町1,075-771-7158,https://www.miyakohotels.ne.jp/westinkyoto/bar/rokuza/index.html
アビステホテルブティックウエスティン都ホテル京都店,その他小売業,〒605-0052 京都府京都市東山区粟田口華頂町1丁目,075-751-0500,
Ragazzo ウェスティン都ホテル京都店,理容・美容店,〒605-0052 京都府京都市東山区粟田口華頂町1ウェスティン都ホテル京都内  Ｂ1Ragazzo ウェスティン都ホテル京都店,075-771-9938,https://ragazzo-westin.com/campaign
ソティスウエスティン都ホテル京都,その他サービス業,〒605-0052 京都府京都市東山区粟田口華頂町１ウエスティン都ホテル京都内６階,075-761-9587,
春夏秋雪  京乃宿  ギオン福住,飲食店,〒605-0062 京都府京都市東山区新橋通大和大路東入三丁目林下町４３７番地,075-541-5181,https://www.gion-fukuzumi.com/
さくら亭,飲食店,〒604-8823 京都府京都市中京区壬生松原町15-3,075-813-2611,
利香庵,飲食料品店,〒604-8831 京都府京都市中京区壬生森前町23-16,075-874-6155,http://rikouan.webcrow.jp/
京町屋Kiotto,衣料・身の回り品取扱店,〒604-8844 京都府京都市中京区壬生桧町9-10,075-314-9137,
蘭桂坊,飲食店,〒604-8844 京都府京都市中京区壬生桧町6STハウス1F,075-312-3088,
京・寿司おおきに,飲食店,〒604-8845 京都府京都市中京区壬生東高田町41番地おおきにビル,075-323-1172,https://ookini.tv
ココカラファイン  壬生店,ドラッグストア・調剤薬局,〒604-8846 京都府京都市中京区壬生西檜町８番地  アソルティ西院１階,075-325-5295,
ステーキ食堂正義西院店,飲食店,〒604-8854 京都府京都市中京区壬生仙念町18-2,075-821-5889,
香蘭,飲食店,〒604-8854 京都府京都市中京区壬生仙念町14,075-813-8181,
京町家Dining楓 はなれ,飲食店,〒604-8855 京都府京都市中京区壬生淵田町1ー1,075-313-3537,
フレスココレモ壬生店,スーパー,〒604-8855 京都府京都市中京区壬生淵田町15,075-468-9171,https://www.super-fresco.co.jp/
祇園旅館  休兵衛,その他サービス業,〒605-0072 京都府京都市東山区鷲尾町505-3,075-541-7771,
花咲  萬治郎,飲食店,〒605-0072 京都府京都市東山区鷲尾町５１８,075-551-2900,https://www.kyoto-manjiro.com
無碍山房,飲食店,〒605-0072 京都府京都市東山区鷲尾町524,075-744-6260,
株式会社元奈古,飲食店,〒605-0072 京都府京都市東山区鷲尾町５１１,075-561-2087,https://motonago.com
與市兵衛,その他小売業,〒605-0073 京都府京都市東山区祇園町北側２７２番地,075-561-2089,https://www.facebook.com/yoichibee
かづら清  祇園本店,その他小売業,〒605-0073 京都府京都市東山区祇園町北側285,075-561-0672,
いふじ,飲食店,〒605-0073 京都府京都市東山区八坂鳥居前東入円山町官有地いふじ,075-525-0124,http://www.kyoto-ifuji.jp
三浦照明株式会社,その他小売業,〒605-0073 京都府京都市東山区祇園町北側284,075-561-2816,http://miurashomei.co.jp
よーじや  祇園本店,衣料・身の回り品取扱店,〒605-0073 京都府京都市東山区祇園町北側２７０番地１１,075-541-0177,
永楽屋細辻伊兵衛商店  祇園店,雑貨店,〒605-0073 京都府京都市東山区四条通大和大路東入祇園町北側242,075-532-1125,http://www.eirakuya.jp
アビステホテルブティック京都ホテルオークラ店,その他小売業,〒604-8558 京都府京都市中京区河原町御池,075-211-7711,
有喜屋京都ホテルオークラ店,飲食店,〒604-8558 京都府京都市中京区河原町通二条南入一之船入町５３７番地の４京都ホテルオークラB2F,075-252-0858,https://www.ukiya.co.jp/
株式会社イムラアートジェム,その他小売業,〒604-8558 京都府京都市中京区河原町御池角京都ホテルオークラ地下１階,075-231-6116,https://www.imuraartgem.com
山野愛子美容室,理容・美容店,〒604-8558 京都府京都市中京区河原町御池京都ホテルオークラ,075-585-4424,http://beautytop-yamano.com/web/
大野屋,飲食店,〒604-8801 京都府京都市中京区今新在家西町２１,075-841-3524,http://sanjokai.kyoto.jp/?shop=寿司処大野屋
四城ガレージ,その他サービス業,〒604-8804 京都府京都市中京区壬生坊城町33,075-841-1782,http:///www.shijyo-garage.com
ヴィラージュ京都,その他小売業,〒604-8804 京都府京都市中京区壬生坊城町5,075-812-7600,https://vl-kyoto.hvf.jp/
インディアンレストラン  THILAGA,飲食店,〒604-8804 京都府京都市中京区壬生坊城町56浪花ビル１階,075-821-1250,
Ki-Yan Stuzio,その他小売業,〒605-0073 京都府京都市東山区祇園町北側296,075-746-3777,http://www.ki-yan-stuzio.com
かがり火,飲食店,〒605-0073 京都府京都市東山区祇園町北側３５０,075-541-0002,
プランチャー健,飲食店,〒605-0073 京都府京都市東山区祇園町北側282-3,075-746-5701,http://plancha-ken.net
花魁舞妓体験スタジオ  花りん,その他サービス業,〒605-0073 京都府京都市東山区祇園町北側347-1花りん  祇園店,075-525-0550,https://oiran.kyoto/
御料理味舌有限会社,飲食店,〒605-0073 京都府京都市東山区祇園町北側246,075-525-2160,http://kyoto-mashita.com/
京つけものもり  祇園店,その他小売業,〒605-0073 京都府京都市東山区祇園町北側245,075-551-1515,http://www.kyoto-mori.com
志津屋  祇園店,その他小売業,〒605-0073 京都府京都市東山区祇園町北側291,075-532-2052,
かぼちゃのたね,飲食店,〒605-0073 京都府京都市東山区祇園町北側267祇園了郭ビル１階,075-525-2963,http://www.kabotane.jp
祇園小石  祇園本店,飲食店,〒605-0073 京都府京都市東山区祇園町北側２８６－２,075-531-0331,https://www.g-koisi.com/
京生麩専門店  祇園京くらら,飲食店,〒605-0073 京都府京都市東山区祇園町北側294,075-741-6353,https://kyokurara.com
蓮月茶や,飲食店,〒605-0062 京都府京都市東山区新橋通大和大路東入3丁目林下町442,075-561-4589,https://rengetudyaya.gorp.jp
井筒八ッ橋本舗知恩院三門亭,飲食料品店,〒605-0062 京都府京都市東山区林下町400,075-551-2124,
「pooh's?...」,飲食店,〒605-0063 京都府京都市東山区松原町294祇園荘1階,075-541-3002,http://poohs-cafe.com
京都きものレンタル 麗,その他サービス業,〒605-0064 京都府京都市東山区梅本町２７０番地プレステージ祇園５階,075-531-1890,http://kimono-rei.jp/
ジャパニーズカルチャープレシャスウッド,その他サービス業,〒605-0065 京都府京都市東山区古西町320zizi,090-6556-3979,https://japaneseculture-preciouswood.jimdofree.com/
京料理  いそべ,飲食店,〒605-0071 京都府京都市東山区円山町八坂鳥居前東入,075-561-2216,https://www.kyoryori-isobe.co.jp/
フレンチレストラン  ル シェーヌ,飲食店,〒605-0071 京都府京都市東山区八坂鳥居前東入円山町604,075-561-0001,
デザートカフェ長楽館,飲食店,〒605-0071 京都府京都市東山区八坂鳥居前東入円山町604,075-561-0001,
長楽館ブティック,飲食料品店,〒605-0071 京都府京都市東山区八坂鳥居前東入円山町604,075-561-0001,
京料理  東観荘,飲食店,〒605-0071 京都府京都市東山区円山町614,075-561-0581,https://toukansou.com
レンタルきもの岡本 祇園店,その他サービス業,〒605-0072 京都府京都市東山区鷲尾町523,075-531-7890,https://www.okamoto-kimono.com/
割烹  吉膳,飲食店,〒605-0072 京都府京都市東山区鷲尾町 503-14,075-541-6441,http://www.kappou-yoshizen.com/sp/
カレーハウスCoCo壱番屋  京都四条壬生店,飲食店,〒604-8862 京都府京都市中京区壬生森町56-20四条SKハイツ,075-801-1475,
きもの朱雀  嵐山店,衣料・身の回り品取扱店,〒604-8871 京都府京都市右京区嵯峨天龍寺芒ノ馬場町,090-1140-7318,
きもの朱雀  三条店,衣料・身の回り品取扱店,〒604-8871 京都府京都市中京区壬生朱雀町1-13,075-842-1639,
丼丸  京の魚河岸  三条店,飲食店,〒604-8871 京都府京都市中京区壬生朱雀町1-3,075-748-0283,
フレスコ三条店,スーパー,〒604-8871 京都府京都市中京区壬生朱雀町１－２,075-468-9171,https://www.super-fresco.co.jp/
翠京,飲食店,〒6048001 京都府京都市中京区上大阪町509番地ソラリア西鉄ホテル京都プレミア,075-744-1012,
京都二年坂IMAYO,雑貨店,〒605-0000 京都府京都市東山区高台寺南門通下河原東入桝屋町351-3,050-5308-0886,
京都花ホテル,その他小売業,〒605-0001 京都府京都市東山区二町目53-1,075-754-0870,https://www.kyotohanahotel.com/
清水チーズ工房,その他小売業,〒605-0001 京都府京都市東山区二町目53番1,077-567-2021,
株式会社日昇館,その他小売業,〒605-0001 京都府京都市東山区三条通大橋東入二町目57・62合地日昇館尚心亭,075-761-8111,http://nishokan.com
デイリーヤマザキ三条京阪店,コンビニ,〒605-0001 京都府京都市東山区三条通大橋東入二丁目55,075-751-5545,
くろちく  祇園倭美坐  直営店,雑貨店,〒605-0073 京都府京都市東山区祇園町北側275京都祇園くろちくビル1F,075-533-0770,https://www.kurochiku.co.jp/
くろちく  祇園倭美坐  委託店,雑貨店,〒605-0073 京都府京都市東山区祇園町北側275京都祇園くろちくビル1F,075-541-1196,https://www.kurochiku.co.jp/
京つけもの大安 祇園店,その他小売業,〒605-0073 京都府京都市東山区祇園町北側252,075-531-7758,http://www.daiyasu.co.jp
加美屋  祇園店,雑貨店,〒605-0073 京都府京都市東山区祇園町北側270やまおかB1F,075-561-8878,https://www.kami-ya.jp
日吉堂,その他サービス業,〒605-0073 京都府京都市東山区祇園町北側347,075-561-1460,
元祖いもぼう平野家本店,飲食店,〒605-0073 京都府京都市東山区祇園町北側362（知恩院南門前）,075-561-1603,http://www.imobou.net
祇園  なか原,飲食店,〒605-0073 京都府京都市東山区祇園町北側286-5,075-551-5215,
株式会社原了郭,飲食料品店,〒605-0073 京都府京都市東山区祇園町北側267,075-561-2732,http://www.hararyoukaku.co.jp
有限会社 志ぐれ,飲食店,〒605-0073 京都府京都市東山区祇園町北側官有地,075-525-0490,http://www.shigure.jp/
きものや祇園むら田,衣料・身の回り品取扱店,〒605-0073 京都府京都市東山区祇園町北側246,075-551-3456,https://www.kyoto-wel.com/shop/S81565/
本家西尾八ッ橋  祇園北店,その他小売業,〒605-0073 京都府京都市東山区祇園町北側259-2,075-525-8284,https://www.8284.co.jp/
本格焼肉チファジャ  BiVi二条店,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町1－6BiVi二条1F,075-821-4129,http://chifaja.com/
ステーキ食堂正義  BiVi二条店,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町1－6BiVi二条1F,075-812-2989,
たかばしラーメン  BiVi二条店,飲食店,〒604-8415 京都府京都市中京区西ノ京栂尾町1－6BiVi二条1F,075-823-0114,http://www.takabashi.com/
ダックス京都二条店,ドラッグストア・調剤薬局,〒604-8416 京都府京都市中京区西ノ京星池町221,075-803-1538,http://www.dacs-shimizu.jp/
セブン-イレブンハートインJR二条駅東口,コンビニ,〒604-8418 京都府京都市中京区西ノ京東栂尾町,075-813-0255,
志津屋  JR二条駅店,その他小売業,〒604-8418 京都府京都市中京区西ノ京東栂尾町JR二条駅構内,075-821-7711,
キリン堂  三条御前店,ドラッグストア・調剤薬局,〒604-8422 京都府京都市中京区西ノ京東月光町9,075-813-5928,
京菓子司  よし廣,その他小売業,〒604-8422 京都府京都市中京区西ノ京東月光町22,075-811-5554,https://www.yoshihiroseika.com/
ファミリーマート京都御池通天神店,コンビニ,〒604-8424 京都府京都市中京区西ノ京樋ノ口町1,075-813-0773,
ココカラファイン  西ノ京店,ドラッグストア・調剤薬局,〒604-8425 京都府京都市中京区西ノ京銅駝町６５,075-812-6890,
縁    エニシ,飲食店,〒604-8804 京都府京都市中京区 壬生坊城町14-2アーバイン四条大宮一階,075-813-1125,
京料理  味舞,飲食店,〒604-8811 京都府京都市中京区壬生賀陽御所町1アークホテル京都,075-812-1111,
スギ薬局  四条大宮店,ドラッグストア・調剤薬局,〒604-8811 京都府京都市中京区壬生賀陽御所町３番地３ドルミ四条大宮  １Ｆ,075-813-8320,
ファミリーマート四条大宮店,コンビニ,〒604-8811 京都府京都市中京区壬生賀陽御所町3-28,075-813-5051,
新選組屯所旧前川邸,その他小売業,〒604-8811 京都府京都市中京区壬生賀陽御所町49,075-811-4560,
麺毅家  京都壬生本店,飲食店,〒604-8812 京都府京都市中京区壬生相合町32マンション大宮  1階,075-888-0022,
金つばの幸福堂,その他小売業,〒604-8821 京都府京都市中京区壬生梛ノ宮町,075-841-1940,https://www.koufukudo.net/
焼肉あにき,飲食店,〒604-8821 京都府京都市中京区壬生梛ノ宮町13-16,075-813-2929,
ガッツレンタカー京都四条大宮店,レンタカー,〒604-8821 京都府京都市中京区壬生梛ノ宮町４番,075-406-1476,https://guts-rentacar.com/shop/kyoto/shijouoomiya/
居酒屋松かめ,飲食店,〒604-8822 京都府京都市中京区壬生辻町千高ビル101,075-801-8740,
セブンイレブン京福西院駅前店,コンビニ,〒604-8822 京都府京都市中京区壬生淵田町20番地2,075-314-0711,
祇園まいこと,その他小売業,〒605-0073 京都府京都市東山区祇園町北側244,075-532-1050,https://www.maisendo.co.jp
焼肉弥栄,飲食店,〒605-0073 京都府京都市東山区祇園町北側291双葉祇園ビル,075-532-2929,
若菜屋 四条祇園店,飲食料品店,〒605-0073 京都府京都市東山区祇園町北側261-1,075-533-6733,http://www.wakanaya.jp/
フェローアンドフェロー,飲食店,〒605-0073 京都府京都市東山区祇園町北側347-29マルトー13ビル4階,075-525-0770,http://www.fellow-fellow.com/
